"event_type","user_id","episode_id","timestamp","duration"
"play","usr_60a1c7d137","epi_88ae1b09e9","2025-04-05T09:55:15","2736"
"complete","usr_002641109e","epi_70b38de541","2025-09-05T08:23:32","1834"
"play","usr_3081a64466","epi_f066fc8398","2025-04-06T04:47:37","17362"
"pause","usr_6ca8c43383","epi_7cb20f67aa","2025-03-28T15:31:15",""
"pause","usr_3e16c37a3a","epi_4ea411a5df","2025-05-28T07:09:32",""
"complete","usr_7d401799e1","epi_0de4e80d2e","2025-07-06T04:15:52","1662"
"seek","usr_1b804f4a50","epi_1fa805e803","2025-12-15T22:26:35",""
"download","usr_6bb9b71226","epi_22d5608727","2025-10-02T03:10:45",""
"complete","usr_b3e18cd2b5","epi_9988d05e11","2025-01-28T02:29:12","1568"
"seek","usr_790c3d8c5f","epi_093cc7c56e","2025-02-01T04:54:43",""
"play","usr_4d256e4acf","epi_1d077a5c8b","2026-01-20T20:13:00","3661"
"seek","usr_09ea5cf500","epi_f0fbcc106d","2026-01-28T03:40:19",""
"complete","usr_f6c7dce345","epi_4ea411a5df","2026-02-09T10:55:30","1604"
"pause","usr_d15423f982","epi_1d077a5c8b","2025-09-17T20:22:04",""
"play","usr_1089f9905f","epi_78bb8b6d5c","2026-02-10T12:45:08","872"
"download","usr_0937fbfbde","epi_064d581ad2","2025-09-22T10:07:46",""
"play","usr_790c3d8c5f","epi_ee8c7011d5","2026-01-15T19:04:03","2068"
"complete","usr_a8420b4bc5","epi_eea76c134c","2026-02-17T17:55:39","23289"
"play","usr_3081a64466","epi_01d0ba7c6a","2025-05-25T14:42:20","3077"
"play","usr_a947db40fa","epi_638a43c60b","2026-02-20T20:02:11","745"
"seek","usr_a4d21f31cc","epi_1fa805e803","2025-08-17T06:40:32",""
"pause","usr_1d0c983bc2","epi_d952ff83c5","2025-02-09T10:10:53",""
"complete","usr_1d7dc1b69d","epi_4e132fa300","2025-03-29T11:03:01","7862"
"play","","epi_caae44d0f9","malformed-date","758"
"complete","usr_ecbea5c2f9","epi_f955dbf049","2025-06-01T11:07:14","22318"
"play","usr_502caf62ea","epi_f2bd927f27","2025-04-04T23:23:50","1940"
"complete","usr_f1f98f10f4","epi_5e97f26242","2025-01-07T23:37:43","2293"
"seek","usr_046c4e1190","epi_95f67d2f07","2025-05-23T20:23:56",""
"play","usr_eba23daeb3","epi_58c7f61aac","2025-06-23T21:13:49","1664"
"pause","usr_3c0d308a20","epi_7b987ba739","2025-10-01T17:53:08",""
"play","usr_b9e69fb583","epi_783e510aec","2025-09-26T13:01:49","3858"
"pause","usr_7d60accf14","epi_a9b58221ab","malformed-date",""
"pause","usr_02db3fd4b0","epi_ad6aeba069","2025-09-11T15:54:18",""
"pause","usr_89e3ea025b","epi_e97bac8271","2025-10-30T21:04:29",""
"play","usr_b56f2c263c","epi_42570a1d35","2026-02-16T22:16:19","2306"
"pause","usr_eba23daeb3","epi_1960247f80","2025-03-18T09:26:53",""
"seek","usr_1b0522934c","epi_87c1b3892a","2026-01-05T03:20:57",""
"play","usr_d90081fe3a","epi_888c4c6ce7","2025-12-19T21:44:41","1943"
"seek","usr_3e16c37a3a","epi_5081948a0d","2025-02-16T08:52:41",""
"pause","usr_258cfa779e","epi_b48b099724","2025-10-27T15:22:33",""
"download","usr_a92a999985","epi_efefa5c907","2025-12-25T00:06:35",""
"download","usr_124466d6c6","epi_d90e1231ba","2025-12-16T22:52:54",""
"pause","usr_6beefbd74a","epi_a193a2bcef","2025-09-19T02:40:51",""
"complete","usr_c33cfe307a","epi_eba8852bb1","2025-12-02T02:54:09","1378"
"complete","usr_42a8104a35","epi_1f60d46359","2025-11-15T17:11:39",""
"play","usr_94aac51957","epi_ec88cc366f","2025-12-16T02:16:20","1243"
"play","usr_3366223bdf","epi_a4e779137e","2025-04-19T01:43:22","4267"
"seek","usr_b3402f0e6b","epi_1d077a5c8b","2025-09-07T08:09:51",""
"seek","usr_27853bd7f3","epi_d170c98664","2025-10-24T21:53:10",""
"seek","usr_3e16c37a3a","epi_6464c374a3","2025-04-09T08:25:40",""
"play","usr_2549b15396","epi_df3c907e26","2025-06-13T05:00:15","1820"
"seek","usr_ebdf1c223e","epi_6fd7888e1d","2025-05-18T02:22:07",""
"play","usr_4e5a277885","epi_93c1db10e7","2025-10-20T19:05:19","2205"
"download","usr_f85c42024d","epi_5b078ce15d","2026-02-14T11:18:21",""
"complete","usr_09504af238","epi_093cc7c56e","2025-10-30T17:05:23","1634"
"download","usr_48695b2f26","epi_1960247f80","2026-01-31T12:55:50",""
"seek","usr_83159f5c42","epi_6a59a21550","2025-11-04T17:34:10",""
"download","usr_3e16c37a3a","epi_c8d4d52cdb","2025-08-04T05:40:08",""
"seek","usr_e5460275f4","epi_194b4b188d","2025-12-22T09:42:00",""
"seek","usr_b4861053c0","epi_c8d4d52cdb","2025-01-20T21:59:24",""
"complete","usr_5775be6e38","epi_da05c90deb","2025-03-11T15:16:10","28160"
"seek","usr_10fc7fc9ab","epi_81a888e0df","2025-02-10T06:46:03",""
"seek","usr_3366223bdf","epi_f6a942be33","2025-01-17T22:13:13",""
"pause","usr_f232fd4eb1","epi_e97bac8271","2025-03-15T22:44:45",""
"pause","usr_0801283ef9","epi_1960247f80","2025-07-03T04:09:59",""
"","usr_d2c41ed523","epi_783e510aec","2025-10-14T04:29:39","2228"
"complete","usr_abb808950c","epi_3cb46d83ea","2025-09-13T17:47:23","697"
"play","usr_673100b81a","epi_d657307fd9","2025-02-26T18:09:37","1071"
"pause","usr_cf3005d2c8","epi_76e2beba79","2025-06-13T00:14:47",""
"pause","usr_61499df046","epi_f3eaa89d33","2025-09-26T05:28:15",""
"download","usr_79a3e3134d","epi_03adc2723f","2025-06-12T14:19:17",""
"download","usr_368c704b2e","epi_def6af3c68","2026-02-09T11:32:15",""
"pause","usr_604015a28b","epi_1d077a5c8b","2025-01-04T14:21:54",""
"complete","usr_3366223bdf","epi_eea76c134c","2025-06-05T01:12:43","26152"
"complete","usr_a34bff7779","epi_4f5f3fb954","2025-04-18T15:39:42","16127"
"complete","usr_2435327822","epi_5b768ce157","2025-11-28T06:11:52","3292"
"complete","usr_27853bd7f3","epi_b48b099724","2025-08-07T03:18:21","1821"
"seek","usr_0873b1f518","epi_05fa3c96f9","2025-03-16T22:27:45",""
"complete","usr_f6c7dce345","epi_9fc7ced863","2025-08-27T19:02:55","2851"
"download","usr_ebdf1c223e","epi_f298be2dab","2025-09-11T19:24:07",""
"play","usr_2981e7133d","epi_b5d6a08b9e","2025-02-19T22:34:03","1678"
"seek","usr_8a0ab4a451","epi_ac4e57d503","2026-01-13T03:23:40",""
"play","usr_0177f2beed","epi_ade90eeb13","2025-09-24T00:50:01","2570"
"play","usr_b34ffdfc14","epi_5a511fee18","2025-11-11T12:42:33","2612"
"download","usr_52e109a619","epi_1960247f80","2025-07-06T21:25:46",""
"pause","usr_5755e5ce96","epi_d7d8bf599a","2025-03-29T02:38:38",""
"complete","usr_0937fbfbde","epi_ee8c7011d5","2025-08-27T01:27:52","1644"
"complete","usr_3c0d308a20","epi_7b987ba739","2026-02-15T14:45:08","1341"
"download","usr_334513b9d9","epi_fe1c9050b2","2025-01-27T13:33:20",""
"play","usr_b8d08cb198","epi_d7d8bf599a","2026-01-15T21:28:37","1594"
"complete","usr_3c5bd29404","epi_d7d8bf599a","2025-05-23T10:12:18","1508"
"play","usr_f1f98f10f4","epi_5e97f26242","2025-04-22T18:07:23","794"
"play","usr_b34ffdfc14","epi_846b126bc7","2025-11-25T22:52:44","14303"
"complete","usr_abb808950c","epi_c39bc5ffe5","2025-11-30T17:44:38","1560"
"complete","usr_b8cfec6848","epi_f25baa556e","2025-01-18T08:10:12","1275"
"seek","usr_b3e18cd2b5","epi_850a17ab36","2025-09-19T17:53:42",""
"pause","usr_63cd0303a9","epi_a193a2bcef","2025-06-22T07:47:18",""
"seek","usr_c3d8a1fe6f","epi_888c4c6ce7","2025-02-17T05:07:16",""
"complete","usr_96f6a61af7","epi_7b68a0f8ca","2025-10-29T06:48:54","2820"
"complete","usr_eba23daeb3","epi_da05c90deb","2025-06-19T07:58:15","33789"
"complete","usr_df58d9f5c2","epi_7ffb519545","2025-04-09T04:02:16","6118"
"pause","usr_6c56986a46","epi_d170c98664","2025-12-02T19:34:25",""
"complete","usr_dcb09a5156","epi_c09da3eb2a","2026-01-13T16:13:18","3240"
"play","usr_1d0c983bc2","epi_fce45bab25","2025-10-11T12:02:32","2899"
"pause","usr_b4861053c0","epi_4e2999964d","2025-06-19T06:37:47",""
"complete","usr_f6c7dce345","epi_b288b8f71a","2025-10-10T03:47:07","892"
"play","usr_3366223bdf","epi_1d077a5c8b","2025-09-10T08:16:20","487"
"seek","usr_36890db52d","epi_5b768ce157","2025-05-24T10:28:18",""
"seek","usr_70cd217c12","epi_75ece8808f","2025-07-16T02:51:43",""
"seek","usr_ef41833bb7","epi_6a2c89fc18","2025-11-24T23:49:41",""
"download","usr_3d12bde955","epi_b5d6a08b9e","2026-02-09T21:13:08",""
"seek","usr_f9cbc59be0","epi_6a59a21550","2025-11-16T22:48:12",""
"play","usr_6a9063de26","epi_9988d05e11","2025-09-06T02:23:04","2323"
"complete","usr_7f9641d246","epi_f83f3e3dd3","2025-01-16T14:59:35","47045"
"pause","usr_0177f2beed","epi_c4e8e57c97","2025-05-20T00:51:27",""
"complete","usr_906ab84551","epi_ad6aeba069","2025-07-21T02:05:13","1108"
"pause","usr_9a99f99eb4","epi_caae44d0f9","2025-08-01T03:14:58",""
"seek","usr_ce06e6a606","epi_efefa5c907","2025-08-17T02:29:16",""
"seek","usr_eba23daeb3","epi_663efe65f3","2025-01-26T05:11:39",""
"download","usr_499bccc878","epi_ab03f748c9","2025-12-15T22:22:17",""
"complete","usr_eecf8669d2","epi_3cb46d83ea","2026-01-23T09:12:16","724"
"seek","usr_4eb96cda91","epi_df3c63da7d","2026-01-15T22:46:07",""
"seek","usr_3e16c37a3a","epi_145f3317fe","2025-01-22T22:10:57",""
"seek","usr_2981e7133d","epi_fe1c9050b2","2025-08-14T18:03:06",""
"seek","usr_3366223bdf","epi_f2bd927f27","2025-04-12T20:06:43",""
"pause","usr_23b720c1a8","epi_888c4c6ce7","2026-02-21T20:53:17",""
"play","usr_0d37f4fcdf","epi_fe1c9050b2","2026-01-15T00:12:30","45852"
"pause","usr_d8a047d020","epi_78bb8b6d5c","2026-01-03T22:12:03",""
"pause","usr_3c5bd29404","epi_1d077a5c8b","2025-09-14T02:31:26",""
"download","usr_3fb995e8d0","epi_22d5608727","2025-09-22T14:05:45",""
"seek","usr_d434d91f5d","epi_8985cbbaef","2025-05-01T16:51:41",""
"complete","usr_4d256e4acf","epi_ab03f748c9","2025-01-08T16:25:11","5685"
"seek","usr_b4861053c0","epi_78bb8b6d5c","2025-12-23T15:03:17",""
"complete","usr_3e16c37a3a","epi_f0fbcc106d","2025-06-01T02:44:00","2029"
"play","usr_8dc9f00363","epi_a6a49e1b26","2025-11-19T15:10:59","70508"
"play","usr_adc5f1a97d","epi_def6af3c68","2026-01-17T06:36:44","1896"
"complete","usr_0873b1f518","epi_45f1536a96","2025-05-31T18:08:36","14311"
"download","usr_4e5f820ecc","epi_eea76c134c","2025-10-21T23:07:22",""
"pause","usr_3c0d308a20","epi_7b987ba739","2025-10-03T22:41:09",""
"pause","usr_5ef3374993","epi_57ebf9acaf","2026-01-29T00:22:21",""
"pause","usr_f0f4f9c009","epi_0de4e80d2e","2025-04-06T19:36:45",""
"pause","usr_0c08aa1860","epi_a9ada448c6","2025-02-14T13:39:39",""
"play","usr_0937fbfbde","epi_7b68a0f8ca","2025-11-05T08:28:05","2876"
"pause","usr_502caf62ea","epi_05fa3c96f9","2025-03-12T09:46:56",""
"pause","usr_3081a64466","epi_fd99f9d134","2025-09-22T20:33:54",""
"play","usr_77e31e8610","epi_64fd889dfa","2025-06-30T19:30:01","1501"
"download","usr_70cd217c12","epi_265610a62a","2025-12-28T20:50:06",""
"seek","usr_790c3d8c5f","epi_1d077a5c8b","2025-07-16T01:02:20",""
"seek","usr_d34e71c2c8","epi_6464c374a3","2025-10-17T15:46:57",""
"download","usr_d434d91f5d","epi_93c1db10e7","",""
"complete","usr_1d0c983bc2","epi_8b69d897be","2025-02-27T13:01:03","1270"
"play","usr_63cd0303a9","epi_f83f3e3dd3","2025-07-20T13:41:12","3797"
"download","usr_129ed2ad3f","epi_da05c90deb","2026-01-18T14:51:17",""
"play","usr_96f6a61af7","epi_145f3317fe","2026-01-26T05:53:08","1011"
"complete","usr_61499df046","epi_eabac40256","2026-01-31T06:01:24","37403"
"play","usr_94aac51957","epi_e1a6362bd9","2026-02-01T08:20:58","36861"
"complete","usr_5755e5ce96","epi_f2bd927f27","2025-07-22T23:02:57","22950"
"complete","usr_70cd217c12","epi_1bcf507eab","2025-09-15T23:56:23","3156"
"seek","usr_0e31236aa8","epi_1fa805e803","2025-11-28T02:40:00",""
"complete","usr_4eadb852a9","epi_a9b58221ab","2025-04-02T07:49:58","887"
"complete","usr_27853bd7f3","epi_a6a49e1b26","2025-10-15T03:07:27","3477"
"seek","usr_4eb96cda91","epi_ab03f748c9","2026-01-07T09:00:08",""
"play","usr_790c3d8c5f","epi_265610a62a","2025-11-10T02:09:44","3418"
"play","usr_124466d6c6","epi_8a58bc7828","2025-07-21T03:36:24","5073"
"complete","usr_61499df046","epi_44dcb77b20","2025-07-30T09:46:36","2125"
"play","usr_eba23daeb3","epi_7304dc859f","2026-01-31T14:31:05","24130"
"pause","usr_3366223bdf","epi_7b987ba739","2025-11-07T14:22:22",""
"seek","usr_3e16c37a3a","epi_0087ad003a","2026-01-31T12:04:41",""
"pause","usr_09ea5cf500","epi_f6a942be33","2025-08-04T11:56:48",""
"seek","usr_3649e951f7","epi_5b078ce15d","2025-05-01T14:43:18",""
"pause","usr_499afca1f5","epi_fffb0f3250","2025-10-25T03:48:36",""
"pause","usr_27853bd7f3","epi_bd5fd8548f","2025-02-10T11:29:11",""
"play","usr_9b8d1bf627","epi_44dcb77b20","2025-01-02T01:17:03","1742"
"pause","usr_b7fe07b2b7","epi_03adc2723f","2025-12-23T14:47:51",""
"complete","usr_3183b9a801","epi_b689da864d","2025-08-21T00:07:09","10326"
"seek","usr_906ab84551","epi_0fa0f70d84","2025-05-07T04:11:24",""
"play","usr_1bf57abea7","epi_c8d4d52cdb","2025-02-16T12:31:07","1022"
"pause","usr_a8420b4bc5","epi_a9ada448c6","2025-09-09T11:41:15",""
"pause","usr_7af192e883","epi_f3eaa89d33","2025-12-25T16:04:41",""
"seek","usr_0937fbfbde","epi_5fff045672","2025-02-18T09:42:06",""
"pause","usr_790c3d8c5f","epi_93c1db10e7","2025-12-03T12:31:22",""
"download","usr_600b2e24fb","epi_58c7f61aac","2025-09-03T00:33:18",""
"play","usr_9a5cf290cb","epi_ec88cc366f","2025-12-21T14:14:26","745"
"complete","usr_6bb9b71226","epi_663188493b","2026-01-02T02:59:42","1572"
"pause","usr_dcb6d14f0c","epi_03a06892a4","2025-03-14T23:04:08",""
"complete","usr_89e3ea025b","epi_93c1db10e7","2026-01-24T23:29:47","32848"
"play","usr_ce06e6a606","epi_efefa5c907","2025-09-14T05:46:55","941"
"complete","usr_eefb64a1b1","epi_aaf4c75689","2025-04-14T17:48:56","4433"
"pause","usr_808ac4245b","epi_1960247f80","2025-08-19T09:19:24",""
"seek","usr_2f50998652","epi_194b4b188d","2025-03-15T08:00:23",""
"play","usr_3e16c37a3a","epi_f0f24935b7","2025-12-24T16:06:14","4656"
"pause","usr_129ed2ad3f","epi_d3ab97826c","2025-12-10T11:55:30",""
"complete","usr_9a99f99eb4","epi_eea76c134c","2026-01-17T18:24:53","1104"
"play","usr_4c15c22ac3","epi_783e510aec","2025-12-20T08:43:28","1581"
"play","usr_458f9e0f6b","epi_712f26b469","2025-04-19T13:19:46","8770"
"seek","usr_abb808950c","epi_d7d8bf599a","2025-10-29T19:36:31",""
"complete","usr_e0f1b4284d","epi_7ffb519545","2025-12-24T17:20:47","6642"
"play","usr_16a2d6c960","epi_f25baa556e","2025-10-10T19:08:32","698"
"seek","usr_4bb8738d27","epi_663efe65f3","2025-02-07T20:00:09",""
"pause","usr_2673d8857d","epi_e4c07e824a","2026-01-13T15:40:34",""
"play","usr_e8361ab06f","epi_03a06892a4","2025-06-03T17:31:04","1469"
"play","usr_89d44872d0","epi_a028fb2d97","2025-08-10T03:00:03","3532"
"seek","usr_02db3fd4b0","epi_888c4c6ce7","2025-01-04T14:50:40",""
"pause","usr_0e62583305","epi_f0f24935b7","2025-11-05T11:43:36",""
"pause","usr_61499df046","epi_0cbc3888f2","2026-01-02T22:47:37",""
"pause","usr_7bdc501b6f","epi_5fff045672","2025-05-07T02:54:20",""
"pause","usr_3c2e47ce18","epi_44dcb77b20","2025-11-27T01:51:17",""
"download","usr_dcb09a5156","epi_f2bd927f27","2026-02-08T05:38:45",""
"seek","usr_5755e5ce96","epi_93c1db10e7","2025-09-09T19:52:45",""
"play","usr_9aab146109","epi_95f67d2f07","2026-02-26T11:09:55","7940"
"pause","usr_c2f6f42fa7","epi_7be1873915","2025-09-17T11:14:12",""
"play","usr_87e6c4f7bd","epi_850a17ab36","2025-12-09T23:09:58","2209"
"complete","usr_b616c164d9","epi_a4e779137e","2025-05-30T07:59:32","2481"
"play","usr_dd4f0e2f15","epi_9c4260dbfb","2025-11-09T23:39:38","1803"
"pause","usr_340d80ebd0","epi_ad0822ed24","2025-07-31T13:13:54",""
"pause","usr_2bd881bd74","epi_96f0bd0546","2025-03-10T13:56:28",""
"play","usr_2f50998652","epi_8b69d897be","2026-02-08T04:50:17","2012"
"pause","usr_5ef3374993","epi_663efe65f3","2026-01-19T21:36:03",""
"complete","","epi_aaf4c75689","2025-10-22T13:34:49","660"
"play","usr_a4d21f31cc","epi_f2bd927f27","2025-09-09T04:34:03","51220"
"play","usr_5ea40a3a6b","epi_b288b8f71a","2026-02-05T23:26:49","16196"
"complete","usr_0873b1f518","epi_1d077a5c8b","2026-02-09T22:15:17","812"
"play","usr_adc5f1a97d","epi_73f5593b4b","2026-02-19T09:47:54","3095"
"pause","usr_550a498db7","epi_783e510aec","2025-11-19T16:19:42",""
"pause","usr_63cd0303a9","epi_f0f24935b7","2025-09-29T21:24:57",""
"pause","usr_5b7f4b8578","epi_efefa5c907","2026-01-13T17:25:43",""
"play","usr_4d256e4acf","epi_93c1db10e7","2025-11-13T08:31:27","943"
"seek","usr_63cd0303a9","epi_f6a942be33","2026-02-12T19:48:07",""
"complete","usr_673100b81a","epi_f16fddc593","2026-01-17T06:12:41","8106"
"complete","usr_61499df046","epi_4f5f3fb954","2025-04-08T07:40:03","1115"
"seek","usr_334513b9d9","epi_1229fc565f","2025-07-06T19:50:32",""
"seek","usr_3081a64466","epi_7b68a0f8ca","2025-07-28T14:57:33",""
"download","usr_808ac4245b","epi_dd80165b34","2025-08-05T09:04:54",""
"pause","usr_94aac51957","epi_1bcf507eab","2025-07-21T09:36:38",""
"seek","usr_8941c6827a","epi_b5d6a08b9e","2026-02-05T14:22:05",""
"complete","usr_9abe85773d","epi_3d1e181e04","2026-01-03T00:40:40","2169"
"download","usr_adc5f1a97d","epi_eea76c134c","2025-09-10T17:11:25",""
"play","usr_002641109e","epi_93c1db10e7","2026-01-14T15:02:44","2028"
"download","usr_808ac4245b","epi_aa5ff8789c","2025-08-04T16:26:19",""
"complete","usr_1c166731d7","epi_3cb46d83ea","2025-10-30T01:01:25","1459"
"play","usr_31f75984e7","epi_57ebf9acaf","2025-10-28T20:48:39","8943"
"seek","usr_f85c42024d","epi_ee8c7011d5","2026-02-07T17:08:44",""
"download","usr_c9d8313e2f","epi_7b68a0f8ca","2025-12-13T01:29:36",""
"download","usr_3e16c37a3a","epi_70b38de541","2026-02-12T13:00:23",""
"complete","usr_316c9a9f04","epi_a9ada448c6","2025-10-25T00:02:00","3938"
"seek","usr_94aac51957","epi_ad0822ed24","2025-12-09T07:17:47",""
"complete","usr_5755e5ce96","epi_a2b098d528","2025-11-17T06:49:23","1634"
"complete","usr_ef41833bb7","epi_01d0ba7c6a","2025-04-09T11:08:42","1659"
"play","usr_b1568722ef","epi_fd99f9d134","2025-10-09T09:17:33","1553"
"play","usr_f97601334c","epi_05fa3c96f9","2025-12-18T02:38:23","2573"
"seek","usr_7edf27a75c","epi_7c270d65b5","2025-12-18T06:44:25",""
"seek","usr_f0f4f9c009","epi_87c1b3892a","2025-06-09T17:45:09",""
"complete","usr_0e62583305","epi_b288b8f71a","2025-11-11T06:42:40","20610"
"play","usr_9cfcfcdca6","epi_b82c2d7cdc","2026-02-09T03:54:20","3571"
"pause","usr_8efc89e9da","epi_f16fddc593","2025-08-10T19:08:30",""
"pause","usr_990c616d8b","epi_d7d8bf599a","2025-04-22T11:06:54",""
"pause","usr_03b1a66d05","epi_265610a62a","2025-07-30T06:26:59",""
"play","usr_dcb6d14f0c","epi_d7d8bf599a","2025-03-31T14:28:17","2423"
"seek","usr_6130e5d000","epi_f2bd927f27","2025-07-01T21:18:29",""
"play","usr_8a0ab4a451","epi_ade90eeb13","2025-11-20T05:08:41","4673"
"seek","usr_fe06cc8e10","epi_05fa3c96f9","2025-12-14T15:14:17",""
"play","usr_f86fbd6c84","epi_f2bd927f27","2026-01-30T06:07:03","13796"
"download","usr_63cd0303a9","epi_44dcb77b20","2025-06-05T22:55:01",""
"play","usr_5ac1c38f2e","epi_1d077a5c8b","2025-08-07T07:45:43","14387"
"seek","usr_61499df046","epi_efefa5c907","2025-03-22T19:49:03",""
"play","usr_4eadb852a9","epi_727bd80f61","2025-11-17T12:51:49","4062"
"seek","usr_f6c7dce345","epi_b288b8f71a","2026-02-12T16:11:34",""
"pause","usr_18c46c6def","epi_61eee9e710","2025-09-11T03:02:55",""
"download","usr_258cfa779e","epi_093cc7c56e","2025-11-09T15:29:04",""
"pause","usr_808ac4245b","epi_1bcf507eab","2026-01-07T15:01:51",""
"complete","usr_a92a999985","epi_8b69d897be","2026-01-28T10:09:48","10101"
"complete","usr_dcb09a5156","epi_def6af3c68","2025-09-02T22:27:01","1240"
"pause","usr_bebf6b6d3d","epi_a9ada448c6","2025-01-25T04:24:22",""
"pause","usr_0177f2beed","epi_6fd7888e1d","2025-10-15T03:06:22",""
"complete","usr_3e16c37a3a","epi_0e6fc5fdc2","2026-02-03T15:31:35","15874"
"download","usr_a225c5834a","epi_6deb2bba10","2025-07-11T10:58:16",""
"pause","usr_0ba94d6728","epi_924bf38499","2025-04-06T12:52:56",""
"play","usr_f855b3f731","epi_7b987ba739","2026-02-28T10:39:34","1024"
"complete","usr_6130e5d000","epi_1229fc565f","2025-01-12T16:27:13","27049"
"complete","usr_1bf57abea7","epi_5f1156db04","2025-11-28T21:55:41","1379"
"seek","usr_d2c41ed523","epi_05fa3c96f9","2025-07-05T15:52:57",""
"seek","usr_0d6f5e0a25","epi_2a37101ac0","2025-11-16T00:38:34",""
"pause","usr_83ba3a4ee5","epi_c1e35bedf3","2025-05-29T20:46:35",""
"complete","usr_258cfa779e","epi_638a43c60b","2025-08-16T05:33:32","6409"
"complete","usr_a431f1e5f4","epi_58c7f61aac","2025-05-30T21:46:48","1616"
"play","usr_70cd217c12","epi_05fa3c96f9","2025-07-20T14:10:27","1726"
"complete","usr_046c4e1190","epi_d7d8bf599a","2025-07-11T05:59:43","21575"
"pause","usr_da57bb6192","epi_eea76c134c","2026-02-07T04:04:31",""
"complete","usr_458f9e0f6b","epi_873337b934","2025-09-13T04:05:25","4417"
"seek","usr_7bdc501b6f","epi_64fd889dfa","2025-10-27T06:28:41",""
"play","usr_03b1a66d05","epi_7d35bda596","2026-01-31T15:26:11","14235"
"play","usr_31f75984e7","epi_eae336781a","2025-09-25T06:07:23","10939"
"seek","usr_790c3d8c5f","epi_93634437fe","2025-01-23T00:14:00",""
"download","usr_4eadb852a9","epi_850a17ab36","2026-01-03T06:01:45",""
"seek","usr_1af2fa6d7f","epi_64fd889dfa","2025-11-20T08:05:30",""
"seek","usr_a6b814b108","epi_f0fbcc106d","2025-10-10T01:46:33",""
"seek","usr_0177f2beed","epi_efefa5c907","2025-09-05T11:48:59",""
"play","usr_990c616d8b","epi_663efe65f3","2025-12-27T00:36:58","15958"
"complete","usr_3bbc3c1283","epi_6a59a21550","2025-07-21T21:32:06","1820"
"seek","usr_1bf57abea7","epi_0de4e80d2e","2025-05-29T05:01:41",""
"download","usr_3fbde254c4","epi_1d077a5c8b","2025-08-16T16:02:55",""
"complete","usr_4c7e9f1978","epi_663efe65f3","2025-11-27T21:15:53","6222"
"play","usr_b8cfec6848","","2026-02-13T03:18:11","935"
"pause","usr_d434d91f5d","epi_924bf38499","2025-04-17T09:35:21",""
"seek","usr_0937fbfbde","epi_d952ff83c5","2025-12-31T01:41:57",""
"download","usr_808ac4245b","epi_ade90eeb13","2025-11-22T18:40:36",""
"complete","usr_d8a047d020","epi_f25baa556e","2026-02-13T15:10:52","2640"
"download","usr_16a2d6c960","epi_7b987ba739","2025-11-16T17:51:06",""
"download","usr_6130e5d000","epi_87c1b3892a","2025-05-29T05:49:50",""
"complete","usr_906ab84551","epi_645be532b0","2025-05-28T07:07:40","26944"
"play","usr_973a579e01","epi_8b69d897be","2025-03-29T02:16:42","1328"
"pause","usr_fac09015da","epi_efefa5c907","",""
"seek","usr_4ac8735453","epi_ad0822ed24","2025-05-02T07:36:39",""
"pause","usr_b64643f467","epi_ade90eeb13","2025-10-16T10:43:12",""
"complete","usr_31f75984e7","epi_d3ab97826c","2026-01-28T12:14:37","26107"
"play","usr_42a8104a35","epi_b89e8c025d","2025-11-03T20:34:35","3998"
"complete","usr_61499df046","epi_05fa3c96f9","2025-06-16T03:38:25","5487"
"play","usr_8dc9f00363","epi_9432b55df3","2026-02-04T07:11:21","1193"
"pause","usr_9abe85773d","epi_a9ada448c6","2026-02-09T10:47:13",""
"play","usr_5755e5ce96","epi_ad0822ed24","2025-08-01T21:14:17","2710"
"seek","usr_10fc7fc9ab","epi_81a888e0df","2025-08-03T23:53:30",""
"seek","usr_27853bd7f3","epi_42570a1d35","2025-01-21T15:45:20",""
"seek","usr_0937fbfbde","epi_eea76c134c","2025-03-28T13:06:42",""
"seek","usr_bf4a54ac16","epi_b85ea597ba","2025-07-07T15:28:16",""
"play","usr_30da4c320c","epi_a9b58221ab","2026-02-09T08:09:18","1535"
"pause","usr_0d37f4fcdf","epi_fe1c9050b2","2025-07-29T18:08:33",""
"pause","usr_f232fd4eb1","epi_6fd7888e1d","2025-07-02T01:17:46",""
"complete","usr_b9e69fb583","epi_05fa3c96f9","2026-01-18T19:22:14","4064"
"pause","usr_26e7e1b5c9","epi_aaf4c75689","2025-01-08T03:32:04",""
"pause","usr_bf33df8700","epi_1bcf507eab","2026-02-06T21:57:28",""
"pause","usr_334513b9d9","epi_1bcf507eab","2025-12-08T17:32:47",""
"play","usr_61499df046","epi_22d5608727","2025-11-23T16:35:16","14004"
"seek","usr_9cc5e23781","epi_5dac5eaa88","2025-06-11T10:35:43",""
"play","usr_cbf2537377","epi_6deb2bba10","2025-06-10T07:59:58","24169"
"seek","usr_cfe0abd97e","epi_1f60d46359","2025-06-04T14:28:13",""
"complete","usr_808ac4245b","epi_fffb0f3250","2025-11-05T22:34:36","1731"
"pause","usr_3fb995e8d0","epi_f25baa556e","2025-07-16T08:37:52",""
"play","usr_d8a047d020","epi_b5d6a08b9e","2025-07-04T09:50:25","4735"
"pause","usr_973a579e01","epi_75ece8808f","2025-09-17T13:32:47",""
"pause","usr_af22967d11","epi_924bf38499","2025-07-18T06:40:30",""
"pause","usr_02db3fd4b0","epi_fce45bab25","2025-02-01T05:34:30",""
